"ensembl_gene_id" "external_gene_name" "chromosome_name" "start_position" "end_position" "description"
"ENSXETG00000044265" "" "Chr2" 103557564 103558763 ""
"ENSXETG00000038476" "U4" "Chr2" 97820435 97820569 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000042980" "" "Chr1" 166794002 166795582 ""
"ENSXETG00000004761" "rtbdn" "Chr3" 140309188 140312568 "retbindin [Source:Xenbase;Acc:XB-GENE-5817486]"
"ENSXETG00000041564" "" "Chr1" 140129062 140130842 ""
"ENSXETG00000046577" "clcnkb" "Chr3" 152123907 152157879 "chloride channel, voltage-sensitive Kb [Source:Xenbase;Acc:XB-GENE-6049695]"
"ENSXETG00000039395" "" "Chr2" 138753916 138753987 ""
"ENSXETG00000044238" "s1pr4" "Chr1" 114429556 114458458 "sphingosine-1-phosphate receptor 4 [Source:Xenbase;Acc:XB-GENE-988208]"
"ENSXETG00000001048" "trpm6" "Chr1" 131372958 131465572 "transient receptor potential cation channel, subfamily M, member 6 [Source:Xenbase;Acc:XB-GENE-958179]"
"ENSXETG00000023652" "herc3" "Chr1" 78839397 78873875 "HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:Xenbase;Acc:XB-GENE-968537]"
"ENSXETG00000043254" "U4" "Chr2" 97830453 97830593 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000041639" "" "Chr2" 150627181 150628881 ""
"ENSXETG00000049248" "" "Chr1" 91123054 91124562 ""
"ENSXETG00000042540" "" "Chr1" 141046576 141052528 ""
"ENSXETG00000044483" "" "Chr1" 9766509 9767812 ""
"ENSXETG00000035648" "" "Chr2" 143534731 143535690 ""
"ENSXETG00000047254" "" "Chr2" 30584525 30586819 ""
"ENSXETG00000035205" "" "Chr1" 80233603 80249963 ""
"ENSXETG00000039219" "" "Chr2" 138751470 138751538 ""
"ENSXETG00000042801" "U4" "Chr2" 97821861 97822001 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000033963" "brpf3" "Chr2" 65003033 65078002 "bromodomain and PHD finger containing 3 [Source:Xenbase;Acc:XB-GENE-6092087]"
"ENSXETG00000000909" "fsd1l" "Chr1" 120273539 120320122 "fibronectin type III and SPRY domain containing 1-like [Source:Xenbase;Acc:XB-GENE-984316]"
"ENSXETG00000038808" "" "Chr2" 174602936 174623749 ""
"ENSXETG00000047219" "" "Chr2" 60354730 60355440 ""
"ENSXETG00000048239" "" "Chr1" 92109806 92110075 ""
"ENSXETG00000046640" "" "Chr1" 5573827 5692260 ""
"ENSXETG00000044529" "" "Chr2" 36229779 36230801 ""
"ENSXETG00000044312" "" "Chr2" 83561818 83561902 ""
"ENSXETG00000004762" "rnaseh2a" "Chr3" 140312762 140328039 "ribonuclease H2 subunit A [Source:Xenbase;Acc:XB-GENE-945840]"
"ENSXETG00000045051" "" "Chr2" 30756472 30757494 ""
"ENSXETG00000044462" "U4" "Chr2" 97855866 97856004 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000022346" "nr2f2" "Chr3" 113984093 113995494 "nuclear receptor subfamily 2 group F member 2 [Source:Xenbase;Acc:XB-GENE-482566]"
"ENSXETG00000046835" "" "Chr2" 35021668 35023050 ""
"ENSXETG00000048462" "U4" "Chr2" 97849786 97849926 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000022623" "rbm23" "Chr1" 140148195 140161146 "RNA binding motif protein 23 [Source:Xenbase;Acc:XB-GENE-494491]"
"ENSXETG00000044655" "" "Chr2" 83562170 83562254 ""
"ENSXETG00000022306" "uhrf1" "Chr1" 89483422 89593063 "ubiquitin-like with PHD and ring finger domains 1 [Source:Xenbase;Acc:XB-GENE-5821474]"
"ENSXETG00000043890" "" "Chr2" 69892584 69895367 ""
"ENSXETG00000010209" "smc2" "Chr1" 107826322 107849234 "structural maintenance of chromosomes 2 [Source:Xenbase;Acc:XB-GENE-5826169]"
"ENSXETG00000043664" "" "Chr2" 30966123 30967145 ""
"ENSXETG00000042039" "U4" "Chr2" 97917118 97917258 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000040265" "tmprss2.2" "Chr2" 9879612 10141262 "transmembrane serine protease 2 2 [Source:Xenbase;Acc:XB-GENE-22065949]"
"ENSXETG00000043329" "" "Chr2" 142765926 142766186 ""
"ENSXETG00000036225" "" "Chr2" 83558966 83559051 ""
"ENSXETG00000048655" "" "Chr2" 70118068 70119090 ""
"ENSXETG00000047763" "U4" "Chr2" 97841553 97841693 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000006534" "zbtb5" "Chr1" 109095044 109276036 "zinc finger and BTB domain containing 5 [Source:Xenbase;Acc:XB-GENE-1015618]"
"ENSXETG00000042999" "" "Chr2" 83561467 83561550 ""
"ENSXETG00000046737" "" "Chr2" 169784411 169786509 ""
"ENSXETG00000045023" "" "Chr2" 150248269 150249291 ""
"ENSXETG00000004763" "prdx2" "Chr3" 140335119 140342449 "peroxiredoxin 2 [Source:Xenbase;Acc:XB-GENE-945852]"
"ENSXETG00000014348" "ncln" "Chr1" 114429572 114441057 "nicalin [Source:Xenbase;Acc:XB-GENE-1004030]"
"ENSXETG00000046700" "U4" "Chr2" 97906718 97906857 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000015365" "tbc1d22b" "Chr2" 65107153 65169432 "TBC1 domain family member 22B [Source:Xenbase;Acc:XB-GENE-961200]"
"ENSXETG00000045468" "" "Chr2" 70219970 70220992 ""
"ENSXETG00000039037" "fam227b" "Chr3" 104215236 104348920 "family with sequence similarity 227 member B [Source:Xenbase;Acc:XB-GENE-6467558]"
"ENSXETG00000019051" "klf9" "Chr1" 129846141 129854184 "Kruppel-like factor 9 [Source:Xenbase;Acc:XB-GENE-483889]"
"ENSXETG00000048248" "" "Chr2" 83558694 83558773 ""
"ENSXETG00000042347" "" "Chr2" 70161411 70162463 ""
"ENSXETG00000032076" "mphosph8" "Chr2" 158638587 158657602 "M-phase phosphoprotein 8 [Source:Xenbase;Acc:XB-GENE-968247]"
"ENSXETG00000041708" "U4" "Chr2" 97833675 97833816 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000005081" "gcnt4" "Chr1" 184121862 184149197 "glucosaminyl (N-acetyl) transferase 4 [Source:Xenbase;Acc:XB-GENE-1011770]"
"ENSXETG00000047040" "" "Chr2" 70524381 70527089 ""
"ENSXETG00000044122" "" "Chr2" 83564143 83564222 ""
"ENSXETG00000013600" "ap1m1" "Chr1" 98839452 98853168 "adaptor related protein complex 1 subunit mu 1 [Source:Xenbase;Acc:XB-GENE-1006856]"
"ENSXETG00000003807" "neu3.1" "Chr2" 174627181 174636091 "sialidase 3 (membrane sialidase) 1 [Source:Xenbase;Acc:XB-GENE-996645]"
"ENSXETG00000030150" "tph2" "Chr3" 60064824 60162815 "tryptophan hydroxylase 2 [Source:Xenbase;Acc:XB-GENE-958329]"
"ENSXETG00000046029" "" "Chr2" 117168005 117169027 ""
"ENSXETG00000017037" "cops6" "Chr1" 51209697 51244696 "COP9 signalosome subunit 6 [Source:Xenbase;Acc:XB-GENE-947827]"
"ENSXETG00000011400" "casr" "Chr2" 2450435 2513906 "calcium-sensing receptor [Source:Xenbase;Acc:XB-GENE-6065247]"
"ENSXETG00000044697" "U4" "Chr2" 97842269 97842409 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000042248" "" "Chr2" 83563602 83563681 ""
"ENSXETG00000047587" "U4" "Chr2" 97914958 97915099 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000046179" "" "Chr2" 70649026 70650405 ""
"ENSXETG00000045322" "" "Chr2" 170812463 170813785 ""
"ENSXETG00000046891" "" "Chr2" 117381123 117382145 ""
"ENSXETG00000007352" "hunk" "Chr2" 15503394 15581066 "hormonally up-regulated Neu-associated kinase [Source:Xenbase;Acc:XB-GENE-968418]"
"ENSXETG00000005206" "pkm" "Chr3" 92076970 92096833 "pyruvate kinase M1/2 [Source:Xenbase;Acc:XB-GENE-485873]"
"ENSXETG00000048090" "" "Chr1" 89631996 89640861 ""
"ENSXETG00000046717" "" "Chr2" 83561120 83561203 ""
"ENSXETG00000043425" "U4" "Chr2" 97919245 97919385 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000026047" "smad1" "Chr1" 58586729 58630615 "SMAD family member 1 [Source:Xenbase;Acc:XB-GENE-1018193]"
"ENSXETG00000022049" "nmrk2" "Chr3" 104681488 104689261 "nicotinamide riboside kinase 2 [Source:Xenbase;Acc:XB-GENE-5806910]"
"ENSXETG00000040494" "neu3.2" "Chr2" 174658800 174661535 "neuraminidase 3 (membrane sialidase) 2 [Source:Xenbase;Acc:XB-GENE-22061928]"
"ENSXETG00000047697" "" "Chr2" 78105368 78106750 ""
"ENSXETG00000041747" "" "Chr2" 170881816 170882424 ""
"ENSXETG00000010217" "dnajc25" "Chr1" 107893959 107904319 "DnaJ heat shock protein family (Hsp40) member C25 [Source:NCBI gene (formerly Entrezgene);Acc:496999]"
"ENSXETG00000047075" "" "Chr2" 9977019 9979945 ""
"ENSXETG00000042945" "SNORD15" "Chr2" 172179598 172179744 "Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]"
"ENSXETG00000048075" "U4" "Chr2" 97821503 97821643 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000043834" "" "Chr1" 89684673 89685285 ""
"ENSXETG00000045581" "" "Chr2" 77335026 77336414 ""
"ENSXETG00000008132" "ankrd17" "Chr1" 80261736 80340308 "ankyrin repeat domain 17 [Source:Xenbase;Acc:XB-GENE-994421]"
"ENSXETG00000026886" "plpp2" "Chr1" 114484830 114499916 "phospholipid phosphatase 2 [Source:Xenbase;Acc:XB-GENE-5816438]"
"ENSXETG00000015370" "mybph" "Chr2" 65216532 65300737 "myosin binding protein H [Source:Xenbase;Acc:XB-GENE-1018430]"
"ENSXETG00000039639" "pspc1" "Chr2" 158683666 158717393 "paraspeckle component 1 [Source:Xenbase;Acc:XB-GENE-492866]"
"ENSXETG00000042908" "" "Chr1" 70424000 70425445 ""
"ENSXETG00000037798" "" "Chr1" 66120668 66122137 ""
"ENSXETG00000047244" "" "Chr1" 7344815 7346051 ""
"ENSXETG00000042352" "" "Chr2" 171659950 171661149 ""
"ENSXETG00000033668" "neu3.3" "Chr2" 174672543 174677096 "neuraminidase 3 (membrane sialidase) 3 [Source:Xenbase;Acc:XB-GENE-6049935]"
"ENSXETG00000028188" "SNORD15" "Chr2" 172176890 172177035 "Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]"
"ENSXETG00000042104" "" "Chr2" 100523152 100524153 ""
"ENSXETG00000048006" "U4" "Chr2" 97907792 97907932 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000047831" "" "Chr2" 113160692 113161921 ""
"ENSXETG00000027064" "" "Chr2" 9994935 9999441 ""
"ENSXETG00000030016" "aff3" "Chr2" 112364091 112509374 "AF4/FMR2 family member 3 [Source:Xenbase;Acc:XB-GENE-1005828]"
"ENSXETG00000035661" "gng10" "Chr1" 107906325 107917517 "guanine nucleotide binding protein (G protein), gamma 10 [Source:Xenbase;Acc:XB-GENE-5804909]"
"ENSXETG00000037937" "fgf7" "Chr3" 104281377 104315375 "fibroblast growth factor 7 [Source:Xenbase;Acc:XB-GENE-488183]"
"ENSXETG00000044887" "" "Chr2" 172481324 172483171 ""
"ENSXETG00000043034" "U4" "Chr2" 97912814 97912954 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000041421" "" "Chr2" 102162064 102163942 ""
"ENSXETG00000007969" "" "Chr2" 75147103 75161925 ""
"ENSXETG00000040848" "" "Chr2" 31935192 31937992 ""
"ENSXETG00000046533" "" "Chr2" 2629808 2631222 ""
"ENSXETG00000049461" "fzd9" "Chr2" 41806680 41815898 "frizzled class receptor 9 [Source:Xenbase;Acc:XB-GENE-478317]"
"ENSXETG00000043477" "" "Chr1" 165919926 165923178 ""
"ENSXETG00000003854" "klhl34" "Chr2" 44273667 44275457 "kelch like family member 34 [Source:Xenbase;Acc:XB-GENE-6030621]"
"ENSXETG00000015108" "rdh7" "Chr2" 138907271 138915069 "retinol dehydrogenase 7 [Source:Xenbase;Acc:XB-GENE-1194363]"
"ENSXETG00000038707" "" "Chr1" 7430578 7431733 ""
"ENSXETG00000028273" "SNORD15" "Chr2" 172181876 172182018 "Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]"
"ENSXETG00000048517" "" "Chr2" 116962284 116964593 ""
"ENSXETG00000048088" "" "Chr1" 195840631 195841998 ""
"ENSXETG00000018162" "fam151b" "Chr1" 182209029 182236065 "family with sequence similarity 151 member B [Source:Xenbase;Acc:XB-GENE-5954319]"
"ENSXETG00000033344" "" "Chr3" 128470468 128494504 ""
"ENSXETG00000021269" "b3galt9" "Chr1" 173946067 173966306 "praja ring finger 2, E3 ubiquitin protein ligase [Source:Xenbase;Acc:XB-GENE-966471]"
"ENSXETG00000006536" "XB5814630 [provisional:inmt]" "Chr1" 109108083 109142064 "glyoxylate reductase/hydroxypyruvate reductase, 1 [Source:Xenbase;Acc:XB-GENE-953408]"
"ENSXETG00000001690" "suclg1" "Chr1" 9775304 9797684 "succinate-CoA ligase, alpha subunit [Source:Xenbase;Acc:XB-GENE-478220]"
"ENSXETG00000034852" "" "Chr3" 104691969 104693070 ""
"ENSXETG00000034138" "" "Chr2" 174758931 174759890 ""
"ENSXETG00000043492" "" "Chr2" 10008537 10028594 ""
"ENSXETG00000042664" "U4" "Chr2" 97898828 97898968 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000047034" "" "Chr2" 42700187 42701209 ""
"ENSXETG00000009635" "letmd1" "Chr2" 142125311 142136899 "LETM1 domain containing 1 [Source:Xenbase;Acc:XB-GENE-962658]"
"ENSXETG00000020233" "wdr73" "Chr2" 174684073 174704176 "WD repeat domain 73 [Source:Xenbase;Acc:XB-GENE-5809223]"
"ENSXETG00000046387" "SNORD15" "Chr2" 172178195 172178341 "Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]"
"ENSXETG00000046471" "" "Chr2" 90021929 90024037 ""
"ENSXETG00000044577" "" "Chr2" 150255077 150256444 ""
"ENSXETG00000007968" "cenpo" "Chr2" 75186506 75203808 "centromere protein O [Source:Xenbase;Acc:XB-GENE-963144]"
"ENSXETG00000047314" "" "Chr1" 141052127 141057110 ""
"ENSXETG00000010042" "gusb" "Chr2" 97947935 97966046 "glucuronidase beta [Source:Xenbase;Acc:XB-GENE-921780]"
"ENSXETG00000008787" "dtwd1" "Chr3" 104349051 104371330 "DTW domain containing 1 [Source:Xenbase;Acc:XB-GENE-944642]"
"ENSXETG00000031546" "trpm3" "Chr1" 129947579 130210341 "transient receptor potential cation channel, subfamily M, member 3 [Source:Xenbase;Acc:XB-GENE-6037554]"
"ENSXETG00000007571" "kpna7" "Chr3" 109835461 109847795 ""
"ENSXETG00000044877" "hoxc9" "Chr2" 146094868 146149103 "homeobox C9 [Source:Xenbase;Acc:XB-GENE-482330]"
"ENSXETG00000036286" "" "Chr2" 31984905 31985831 ""
"ENSXETG00000041850" "" "Chr2" 137253827 137255611 ""
"ENSXETG00000020707" "vps36" "Chr2" 150117591 150137164 "vacuolar protein sorting 36 homolog [Source:Xenbase;Acc:XB-GENE-954399]"
"ENSXETG00000045702" "U4" "Chr2" 97908862 97909008 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000022626" "prmt5" "Chr1" 140166432 140175615 "protein arginine methyltransferase 5 [Source:Xenbase;Acc:XB-GENE-975034]"
"ENSXETG00000004765" "hook2" "Chr3" 140393150 140412252 "hook microtubule-tethering protein 2 [Source:Xenbase;Acc:XB-GENE-991660]"
"ENSXETG00000048772" "" "Chr2" 174776388 174777296 ""
"ENSXETG00000031319" "or2t27" "Chr3" 128479738 128482088 "olfactory receptor family 2 subfamily T member 27 [Source:Xenbase;Acc:XB-GENE-6033195]"
"ENSXETG00000012802" "rbm47" "Chr1" 36449064 36512173 "RNA binding motif protein 47 [Source:Xenbase;Acc:XB-GENE-976707]"
"ENSXETG00000036627" "U2" "Chr2" 172740717 172740847 "U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]"
"ENSXETG00000034524" "" "Chr1" 8001670 8002910 ""
"ENSXETG00000043475" "" "Chr1" 47512713 47516433 ""
"ENSXETG00000002643" "zmym2" "Chr2" 158740581 158787697 "zinc finger MYM-type containing 2 [Source:Xenbase;Acc:XB-GENE-961591]"
"ENSXETG00000038338" "BAK1" "Chr2" 65350541 65495146 "BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]"
"ENSXETG00000036289" "" "Chr2" 118859485 118860958 ""
"ENSXETG00000048354" "" "Chr2" 90077787 90078883 ""
"ENSXETG00000005963" "tmprss2.6" "Chr2" 10010255 10016991 ""
"ENSXETG00000041602" "TMEM200B" "Chr2" 83418774 83425236 "transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]"
"ENSXETG00000046707" "" "Chr2" 138916906 138958736 ""
"ENSXETG00000014869" "efna5" "Chr1" 174674040 174929125 "ephrin A5 [Source:Xenbase;Acc:XB-GENE-488596]"
"ENSXETG00000039437" "" "Chr1" 72152974 72154494 ""
"ENSXETG00000049105" "" "Chr2" 71409771 71411153 ""
"ENSXETG00000044316" "U4" "Chr2" 97903484 97903624 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000022051" "cdc42se2" "Chr3" 104697613 104713338 "CDC42 small effector 2 [Source:Xenbase;Acc:XB-GENE-5744421]"
"ENSXETG00000013602" "upf1" "Chr1" 98855982 98884016 "UPF1 regulator of nonsense transcripts homolog [Source:Xenbase;Acc:XB-GENE-6258022]"
"ENSXETG00000022892" "sorcs2" "Chr1" 24563370 25065061 "sortilin-related VPS10 domain containing receptor 2 [Source:Xenbase;Acc:XB-GENE-956152]"
"ENSXETG00000032810" "" "Chr1" 9633681 9633995 ""
"ENSXETG00000035409" "" "Chr2" 175691604 175692572 ""
"ENSXETG00000043390" "" "Chr1" 47756405 47758237 ""
"ENSXETG00000045368" "U3" "Chr2" 37930869 37931083 "Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSXETG00000025552" "trarg1" "Chr2" 32002189 32022843 "trafficking regulator of GLUT4 (SLC2A4) 1 [Source:Xenbase;Acc:XB-GENE-5890856]"
"ENSXETG00000049137" "" "Chr2" 72541905 72543620 ""
"ENSXETG00000036227" "" "Chr3" 128515562 128533835 ""
"ENSXETG00000040700" "piwil3" "Chr2" 174704209 174735641 "piwi-like RNA-mediated silencing 3 [Source:Xenbase;Acc:XB-GENE-6469412]"
"ENSXETG00000034983" "" "Chr2" 162872331 162873649 ""
"ENSXETG00000046502" "U4" "Chr2" 97846207 97846347 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000011787" "pdx1" "Chr2" 155134861 155160407 "pancreatic and duodenal homeobox 1 [Source:Xenbase;Acc:XB-GENE-483331]"
"ENSXETG00000046788" "" "Chr1" 171875669 171876691 ""
"ENSXETG00000015595" "npr3" "Chr1" 200603577 200663440 "natriuretic peptide receptor 3 [Source:Xenbase;Acc:XB-GENE-1012470]"
"ENSXETG00000048179" "" "Chr1" 96694422 96695858 ""
"ENSXETG00000009634" "csrnp2" "Chr2" 142146405 142177141 "cysteine-serine-rich nuclear protein 2 [Source:Xenbase;Acc:XB-GENE-983697]"
"ENSXETG00000017124" "mab21l1" "Chr2" 152381577 152386796 "mab-21-like 1 [Source:Xenbase;Acc:XB-GENE-1001177]"
"ENSXETG00000038555" "" "Chr1" 174808422 174809966 ""
"ENSXETG00000031671" "" "Chr1" 5821553 5839829 ""
"ENSXETG00000049301" "" "Chr2" 65389864 65392999 ""
"ENSXETG00000047372" "shoc1" "Chr1" 107918811 107969363 "shortage in chiasmata 1 [Source:HGNC Symbol;Acc:HGNC:26535]"
"ENSXETG00000048224" "" "Chr2" 10131973 10133381 ""
"ENSXETG00000045084" "" "Chr1" 9646936 9647232 ""
"ENSXETG00000024716" "fkbp6" "Chr2" 41838788 41858509 "FKBP prolyl isomerase family member 6 [Source:Xenbase;Acc:XB-GENE-942472]"
"ENSXETG00000008131" "cox18" "Chr1" 80346180 80355078 "cytochrome c oxidase assembly factor COX18 [Source:Xenbase;Acc:XB-GENE-1008496]"
"ENSXETG00000045559" "XB5900534 [provisional:or56a5]" "Chr2" 176015427 176016407 "provisional ortholog of olfactory receptor family 56 subfamily A member 5 [Source:Xenbase;Acc:XB-GENE-5900535]"
"ENSXETG00000043348" "U3" "Chr2" 37948894 37949108 "Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSXETG00000044206" "" "Chr2" 72657400 72658707 ""
"ENSXETG00000008788" "" "Chr3" 104375645 104424993 ""
"ENSXETG00000025813" "pebp4" "Chr3" 130062692 130101718 "phosphatidylethanolamine binding protein 4 [Source:Xenbase;Acc:XB-GENE-941751]"
"ENSXETG00000044543" "U4" "Chr2" 97897037 97897177 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000042180" "" "Chr2" 139656286 139658793 ""
"ENSXETG00000035623" "gsx1" "Chr2" 155217404 155219805 "GS homeobox 1 [Source:Xenbase;Acc:XB-GENE-855502]"
"ENSXETG00000007588" "aen" "Chr3" 110018088 110024376 "apoptosis enhancing nuclease [Source:Xenbase;Acc:XB-GENE-949418]"
"ENSXETG00000016524" "" "Chr3" 128592578 128603212 ""
"ENSXETG00000012189" "bicdl1" "Chr1" 151458490 151501145 "BICD family like cargo adaptor 1 [Source:Xenbase;Acc:XB-GENE-5811431]"
"ENSXETG00000045437" "foxb2" "Chr1" 132192144 132195314 "forkhead box B2 [Source:Xenbase;Acc:XB-GENE-1021718]"
"ENSXETG00000032202" "trhde" "Chr3" 60378280 60694006 "thyrotropin releasing hormone degrading enzyme [Source:Xenbase;Acc:XB-GENE-1013649]"
"ENSXETG00000048678" "" "Chr1" 200202422 200204338 ""
"ENSXETG00000020706" "thsd1" "Chr2" 150137155 150146877 "thrombospondin type 1 domain containing 1 [Source:Xenbase;Acc:XB-GENE-6044670]"
"ENSXETG00000036946" "" "Chr2" 174737913 174739008 ""
"ENSXETG00000042168" "" "Chr2" 65432184 65433644 ""
"ENSXETG00000048627" "" "Chr1" 25042444 25043302 ""
"ENSXETG00000048594" "" "Chr2" 1141333 1141665 ""
"ENSXETG00000008963" "lhx1" "Chr2" 75650017 75685616 "LIM homeobox 1 [Source:Xenbase;Acc:XB-GENE-482482]"
"ENSXETG00000045942" "" "Chr1" 9754328 9754633 ""
"ENSXETG00000047766" "" "Chr2" 74058838 74059860 ""
"ENSXETG00000045476" "" "Chr1" 36569039 36598675 ""
"ENSXETG00000043033" "U4" "Chr2" 97827947 97828087 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000021884" "vmac" "Chr1" 101729920 101733307 "vimentin type intermediate filament associated coiled-coil protein [Source:Xenbase;Acc:XB-GENE-1006634]"
"ENSXETG00000042304" "U3" "Chr2" 37936127 37936341 "Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSXETG00000044152" "" "Chr1" 141060630 141061976 ""
"ENSXETG00000044557" "" "Chr2" 176023560 176024537 ""
"ENSXETG00000004417" "aurka" "Chr2" 138975776 139018814 "aurora kinase A [Source:Xenbase;Acc:XB-GENE-853082]"
"ENSXETG00000043352" "" "Chr2" 77519706 77521262 ""
"ENSXETG00000030984" "aup1" "Chr1" 350396 362728 "AUP1, lipid droplet regulating VLDL assembly factor [Source:Xenbase;Acc:XB-GENE-6457109]"
"ENSXETG00000047657" "" "Chr1" 164456816 164457886 ""
"ENSXETG00000048589" "U4" "Chr2" 97835108 97835248 "U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]"
"ENSXETG00000044949" "U3" "Chr2" 37977403 37977617 "Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSXETG00000023958" "lrrtm1" "Chr1" 10945540 10949343 "leucine rich repeat transmembrane neuronal 1 [Source:Xenbase;Acc:XB-GENE-966481]"
"ENSXETG00000041561" "" "Chr2" 32828743 32831037 ""
"ENSXETG00000008129" "adamts3" "Chr1" 80445797 80557085 "ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:Xenbase;Acc:XB-GENE-490472]"
"ENSXETG00000044298" "" "Chr2" 77723962 77724657 ""
"ENSXETG00000007790" "mtmr4" "Chr2" 42540400 42594327 "myotubularin related protein 4 [Source:Xenbase;Acc:XB-GENE-986315]"
"ENSXETG00000016523" "" "Chr3" 128608566 128617491 ""
"ENSXETG00000042611" "p4ha3" "Chr2" 174813008 174853401 "prolyl 4-hydroxylase subunit alpha 3 [Source:Xenbase;Acc:XB-GENE-962355]"
"ENSXETG00000025998" "polr1d.1" "Chr2" 155272596 155280625 "RNA polymerase I and III subunit D, 1 [Source:NCBI gene (formerly Entrezgene);Acc:496835]"
"ENSXETG00000038483" "gosr1" "Chr2" 32038579 32073493 "golgi SNAP receptor complex member 1 [Source:Xenbase;Acc:XB-GENE-1016383]"
"ENSXETG00000022438" "slc47a1" "Chr2" 96291117 96323090 "solute carrier family 47 (multidrug and toxin extrusion), member 1 [Source:Xenbase;Acc:XB-GENE-6050456]"
"ENSXETG00000015585" "mtmr12" "Chr1" 200706959 200744923 "myotubularin related protein 12 [Source:Xenbase;Acc:XB-GENE-6051019]"
"ENSXETG00000041986" "" "Chr2" 176052652 176053659 ""
"ENSXETG00000044614" "" "Chr1" 141066920 141067446 ""
"ENSXETG00000021094" "NSUN7" "Chr1" 36569163 36592877 "NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]"
